4,1-Jan,2.45342081
4,2-Jan,2.459924479
4,3-Jan,2.962305886
4,4-Jan,1.351223649
4,5-Jan,1.234729258
4,6-Jan,2.508784708
4,7-Jan,1.388363421
4,8-Jan,1.043571945
4,9-Jan,2.285526697
4,10-Jan,1.88169731
4,11-Jan,2.958840048
4,12-Jan,2.901714944
4,13-Jan,2.943049893
4,14-Jan,2.936224106
4,15-Jan,1.908567083
4,16-Jan,1.260780556
4,17-Jan,2.064135853
4,18-Jan,2.104907851
4,19-Jan,1.176548663
4,20-Jan,1.381388544
4,21-Jan,1.151885844
4,22-Jan,2.776782563
4,23-Jan,2.070962153
4,24-Jan,2.450401947
4,25-Jan,1.026299937
4,26-Jan,2.796478851
4,27-Jan,1.545670595
4,28-Jan,2.256304155
4,29-Jan,1.366456308
4,30-Jan,2.762029407
5,1-Jan,2.350248391
5,2-Jan,2.444282789
5,3-Jan,2.07170922
5,4-Jan,1.475625885
5,5-Jan,1.901330501
5,6-Jan,2.234934324
5,7-Jan,2.912582223
5,8-Jan,1.147132861
5,9-Jan,2.904217491
5,10-Jan,2.343055135
5,11-Jan,1.829734103
5,12-Jan,1.914652877
5,13-Jan,1.072703581
5,14-Jan,1.486462634
5,15-Jan,1.161258691
5,16-Jan,1.807861588
5,17-Jan,2.143715259
5,18-Jan,1.512144719
5,19-Jan,1.243619624
5,20-Jan,1.30882003
5,21-Jan,1.290813579
5,22-Jan,1.711568394
5,23-Jan,2.052730369
5,24-Jan,1.640637783
5,25-Jan,2.223478941
5,26-Jan,2.197325364
5,27-Jan,1.515742081
5,28-Jan,1.797240898
5,29-Jan,1.775922935
5,30-Jan,2.832551052
