2,1-Jan,1.197674992
2,2-Jan,2.582526398
2,3-Jan,1.399210933
2,4-Jan,1.877912115
2,5-Jan,1.413919448
2,6-Jan,2.521180218
2,7-Jan,2.351114321
2,8-Jan,2.860696744
2,9-Jan,1.851679722
2,10-Jan,1.977998522
2,11-Jan,1.895163295
2,12-Jan,1.278511545
2,13-Jan,1.635912235
2,14-Jan,2.33515491
2,15-Jan,2.037535813
2,16-Jan,2.953143084
2,17-Jan,1.680615937
2,18-Jan,2.388020462
2,19-Jan,2.256763809
2,20-Jan,1.248975426
2,21-Jan,2.725300338
2,22-Jan,2.992269575
2,23-Jan,1.354092863
2,24-Jan,1.293209836
2,25-Jan,1.292352664
2,26-Jan,2.457819686
2,27-Jan,2.931939437
2,28-Jan,2.934104499
2,29-Jan,1.056494377
2,30-Jan,2.526742124
