panid,date,consump
1,1/1/13 0:00,.
1,1/2/13 0:00,.
1,1/3/13 0:00,.
1,1/4/13 0:00,.
1,1/5/13 0:00,.
1,1/6/13 0:00,2.076897986
1,1/7/13 0:00,2.672794361
1,1/8/13 0:00,0.109019004
1,1/9/13 0:00,0.83156936
1,1/10/13 0:00,1.153290176
1,1/11/13 0:00,0.326403759
1,1/12/13 0:00,0.169113603
1,1/13/13 0:00,0.085291965
1,1/14/13 0:00,1.752561356
1,1/15/13 0:00,0.1258447
1,1/16/13 0:00,0.343197415
1,1/17/13 0:00,0.313839115
1,1/18/13 0:00,0.86769095
1,1/19/13 0:00,0.614072296
1,1/20/13 0:00,0.241152786
1,1/21/13 0:00,0.002688253
1,1/22/13 0:00,0.310964484
1,1/23/13 0:00,0.85486145
1,1/24/13 0:00,0.999242759
1,1/25/13 0:00,0.421065215
1,1/26/13 0:00,1.730085876
1,1/27/13 0:00,1.397590488
1,1/28/13 0:00,0.547106221
1,1/29/13 0:00,0.271563187
1,1/30/13 0:00,0.838361248
1,1/31/13 0:00,1.41847237
1,2/1/13 0:00,1.379231125
1,2/2/13 0:00,1.524117348
1,2/3/13 0:00,1.978569778
1,2/4/13 0:00,0.243438484
1,2/5/13 0:00,0.831036953
1,2/6/13 0:00,0.869710063
1,2/7/13 0:00,0.812211971
1,2/8/13 0:00,1.728208857
1,2/9/13 0:00,0.355052387
1,2/10/13 0:00,0.81912124
1,2/11/13 0:00,1.960301746
1,2/12/13 0:00,0.597003682
1,2/13/13 0:00,0.110696464
1,2/14/13 0:00,0.388399392
1,2/15/13 0:00,1.001459738
1,2/16/13 0:00,0.307556006
1,2/17/13 0:00,1.456207015
1,2/18/13 0:00,0.418465914
1,2/19/13 0:00,0.523425181
1,2/20/13 0:00,0.277302075
1,2/21/13 0:00,1.513007516
1,2/22/13 0:00,1.593446615
1,2/23/13 0:00,0.381582475
1,2/24/13 0:00,2.070882739
1,2/25/13 0:00,1.043777388
1,2/26/13 0:00,2.041622305
1,2/27/13 0:00,1.213532368
1,2/28/13 0:00,1.904587079
1,2/10/13 0:00,0.81912124
1,2/11/13 0:00,1.960301746
1,2/12/13 0:00,0.597003682
1,2/13/13 0:00,0.110696464
1,2/14/13 0:00,0.388399392
1,2/15/13 0:00,1.001459738
1,2/16/13 0:00,0.307556006
1,2/17/13 0:00,1.456207015
1,2/18/13 0:00,0.418465914
1,2/19/13 0:00,0.523425181
1,2/20/13 0:00,0.277302075
1,2/21/13 0:00,1.513007516
1,2/22/13 0:00,1.593446615
1,2/23/13 0:00,0.381582475
1,2/24/13 0:00,2.070882739
1,2/25/13 0:00,1.043777388
1,2/26/13 0:00,2.041622305
1,2/27/13 0:00,1.213532368
1,2/28/13 0:00,1.904587079
1,3/1/13 0:00,1.374071722
1,3/2/13 0:00,0.728969981
1,3/3/13 0:00,1.084502416
1,3/4/13 0:00,0.70371954
1,3/5/13 0:00,0.307312378
1,3/6/13 0:00,0.172098845
1,3/7/13 0:00,0.804408662
1,3/8/13 0:00,1.055061084
1,3/9/13 0:00,0.931142392
1,3/10/13 0:00,0.34097971
1,3/11/13 0:00,0.065790369
1,3/12/13 0:00,0.594437065
1,3/13/13 0:00,1.62366503
1,3/14/13 0:00,0.266534925
1,3/15/13 0:00,0.281363125
1,3/16/13 0:00,0.115505766
1,3/17/13 0:00,0.960096036
1,3/18/13 0:00,1.029543229
1,3/19/13 0:00,0.243232575
1,3/20/13 0:00,0.203366606
1,3/21/13 0:00,1.109029159
1,3/22/13 0:00,0.971675428
1,3/23/13 0:00,1.157052929
1,3/24/13 0:00,0.333106574
1,3/25/13 0:00,0.769544177
1,3/26/13 0:00,0.442844191
1,3/27/13 0:00,0.066007375
1,3/28/13 0:00,0.176307746
1,3/29/13 0:00,0.319987017
1,3/30/13 0:00,0.960208301
1,3/31/13 0:00,0.518256726
1,4/1/13 0:00,1.551344867
1,4/2/13 0:00,0.84981071
1,4/3/13 0:00,0.238261096
1,4/4/13 0:00,2.145668931
1,4/5/13 0:00,0.157230938
1,4/6/13 0:00,0.299269725
1,4/7/13 0:00,0.366009756
1,4/8/13 0:00,1.790519798
1,4/9/13 0:00,0.145168762
1,4/10/13 0:00,1.106103064
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
